Name,Type,Level,Race,Attribute,ATK,DEF,Collected
Morphing Jar,Flip Effect Monster,2,Rock,EARTH,700,600,TRUE
Earthbound Immortal Cusillu,Effect Monster,10,Beast,DARK,2800,2400,FALSE
Fusion Gate,Spell Card,,Field,,,,TRUE
Umbral Horror Unform,Effect Monster,4,Fiend,DARK,0,0,FALSE
Elemental HERO Escuridao,Fusion Monster,8,Warrior,DARK,2500,2000,TRUE
Tenacity of the Monarchs,Spell Card,,Normal,,,,FALSE
Bujinunity,Spell Card,,Normal,,,,TRUE
Giganto,Normal Monster,5,Machine,DARK,1700,1800,FALSE
First-Aid Squad,Trap Card,,Normal,,,,TRUE
Belial - Marquis of Darkness,Effect Monster,8,Fiend,DARK,2800,2400,FALSE
Acrobatic Magician,Pendulum Effect Monster,5,Spellcaster,DARK,800,2300,TRUE
Fire Formation - Kaiyo,Trap Card,,Continuous,,,,FALSE
Pragtical,Fusion Monster,5,Dinosaur,EARTH,1900,1500,TRUE
Des Mosquito,Effect Monster,3,Insect,DARK,500,500,FALSE
Black Rose Moonlight Dragon,Synchro Monster,7,Dragon,LIGHT,2400,1800,TRUE
V Salamander,Effect Monster,4,Spellcaster,FIRE,1500,1300,FALSE
Volcanic Recharge,Trap Card,,Normal,,,,TRUE
"Beiige, Vanguard of Dark World",Effect Monster,4,Fiend,DARK,1600,1300,FALSE
Three-Legged Zombies,Normal Monster,3,Zombie,DARK,1100,800,TRUE
Graverobber's Retribution,Trap Card,,Continuous,,,,FALSE
Majesty's Fiend,Effect Monster,6,Fiend,LIGHT,2400,1000,TRUE
Meteor of Destruction,Spell Card,,Normal,,,,FALSE
Winged Kuriboh LV9,Effect Monster,9,Fairy,LIGHT,0,0,TRUE
One Day of Peace,Spell Card,,Normal,,,,FALSE
Jar Robber,Spell Card,,Quick-Play,,,,TRUE
Performapal Fire Mufflerlion,Pendulum Effect Monster,3,Beast,FIRE,800,800,FALSE
Performapal Seal Eel,Pendulum Effect Monster,1,Fish,WATER,100,100,TRUE
Gemini Spark,Spell Card,,Quick-Play,,,,FALSE
Naturia Cliff,Effect Monster,4,Rock,EARTH,1500,1000,TRUE
Dark Catapulter,Effect Monster,4,Machine,EARTH,1000,1500,FALSE
Togex,Normal Monster,5,Beast,EARTH,1600,1800,TRUE
Shien's Squire,Tuner Monster,1,Warrior,EARTH,300,700,FALSE
Clear World,Spell Card,,Field,,,,TRUE
Shard of Greed,Spell Card,,Continuous,,,,FALSE
Sylvan Princessprite,XYZ Monster,1,Plant,LIGHT,1800,100,TRUE
Solar Wind Jammer,Effect Monster,5,Machine,LIGHT,800,2400,FALSE
Royal Command,Trap Card,,Continuous,,,,TRUE
Super War-Lion,Ritual Monster,7,Beast,EARTH,2300,2100,FALSE
Guts of Steel,Spell Card,,Normal,,,,TRUE
Geo Genex,Synchro Monster,6,Machine,EARTH,1800,2800,FALSE
Thousand Needles,Effect Monster,4,Beast,EARTH,1000,1800,TRUE
The Grand Spellbook Tower,Spell Card,,Field,,,,FALSE
Rainbow Life,Trap Card,,Normal,,,,TRUE
The Big Saturn,Effect Monster,8,Machine,DARK,2800,2200,FALSE
Riryoku,Spell Card,,Normal,,,,TRUE
Guardian Eatos,Effect Monster,8,Fairy,WIND,2500,2000,FALSE
Evo-Miracle,Spell Card,,Quick-Play,,,,TRUE
Pitch-Black Power Stone,Trap Card,,Continuous,,,,FALSE
"Master Peace, the True Dracoslayer",Effect Monster,8,Dragon,LIGHT,2950,2950,TRUE
Lavalval Chain,XYZ Monster,4,Sea Serpent,FIRE,1800,1000,FALSE
Ultimate Insect LV3,Effect Monster,3,Insect,WIND,1400,900,TRUE
Harpie Girl,Normal Monster,2,Winged Beast,WIND,500,500,FALSE
"Lemuria, the Forgotten City",Spell Card,,Field,,,,TRUE
Daigusto Falcos,Synchro Monster,4,Psychic,WIND,1400,1200,FALSE
Dragunity Knight - Gae Dearg,Synchro Monster,6,Dragon,WIND,2400,800,TRUE
Cyber Jar,Flip Effect Monster,3,Rock,DARK,900,900,FALSE
Heroic Challenger - Extra Sword,Effect Monster,4,Warrior,EARTH,1000,1000,TRUE
Desperate Tag,Trap Card,,Continuous,,,,FALSE
Master of the Flaming Dragonswords,Effect Monster,4,Warrior,FIRE,1800,1200,TRUE
Double Attack,Spell Card,,Normal,,,,FALSE
Fear from the Dark,Effect Monster,4,Zombie,DARK,1700,1500,TRUE
Magical Scientist,Effect Monster,1,Spellcaster,DARK,300,300,FALSE
"Grapha, Dragon Lord of Dark World",Effect Monster,8,Fiend,DARK,2700,1800,TRUE
Ante,Spell Card,,Normal,,,,FALSE
Goblin Marauding Squad,Effect Monster,4,Beast-Warrior,EARTH,1900,0,TRUE
Dash Warrior,Effect Monster,3,Warrior,WIND,600,1200,FALSE
Artifact Lancea,Effect Monster,5,Fairy,LIGHT,1700,2300,TRUE
Corroding Shark,Normal Monster,3,Zombie,DARK,1100,700,FALSE
Vampire's Curse,Effect Monster,6,Zombie,DARK,2000,800,TRUE
Lemon Magician Girl,Effect Monster,2,Spellcaster,LIGHT,800,600,FALSE
Living Vase,Normal Monster,3,Plant,EARTH,900,1100,TRUE
Unification of the Cubic Lords,Trap Card,,Normal,,,,FALSE
Ritual Raven,Effect Monster,1,Fiend,DARK,300,300,TRUE
Froggy Forcefield,Trap Card,,Normal,,,,FALSE
Djinn Presider of Rituals,Effect Monster,4,Fiend,DARK,1800,1400,TRUE
Gryphon's Feather Duster,Spell Card,,Normal,,,,FALSE
Performapal Bubblebowwow,Pendulum Effect Monster,6,Beast,EARTH,2300,1000,TRUE
Beelze of the Diabolic Dragons,Synchro Monster,8,Dragon,DARK,3000,3000,FALSE
Mechanical Snail,Normal Monster,3,Machine,DARK,800,1000,TRUE
Fusion Fright Waltz,Trap Card,,Normal,,,,FALSE
Generation Shift,Trap Card,,Normal,,,,TRUE
Flame Manipulator,Normal Monster,3,Spellcaster,FIRE,900,1000,FALSE
Fortune Lady Light,Effect Monster,1,Spellcaster,LIGHT,0,0,TRUE
Construction Train Signal Red,Effect Monster,3,Machine,EARTH,1000,1300,FALSE
Ancient City - Rainbow Ruins,Spell Card,,Field,,,,TRUE
Junk Giant,Effect Monster,6,Machine,EARTH,2000,2400,FALSE
Superheavy Samurai Daihachi,Effect Monster,4,Machine,EARTH,1200,1800,TRUE
Wiretap,Trap Card,,Counter,,,,FALSE
Amorphage Gluttony,Pendulum Effect Monster,2,Dragon,EARTH,0,1850,TRUE
Ganigumo,Normal Monster,2,Insect,EARTH,600,800,FALSE
Iron Core Luster,Trap Card,,Counter,,,,TRUE
Edge Imp Frightfuloid,Effect Monster,4,Fiend,DARK,1300,1300,FALSE
Arcana Force VII - The Chariot,Effect Monster,4,Fairy,LIGHT,1700,1700,TRUE
U.A. Blockbacker,Effect Monster,7,Warrior,EARTH,1600,2700,FALSE
Gimmick Puppet Shadow Feeler,Effect Monster,8,Machine,DARK,1000,1000,TRUE
Kaibaman,Effect Monster,3,Warrior,LIGHT,200,700,FALSE
Stumbling,Spell Card,,Continuous,,,,TRUE
Darksea Rescue,Effect Monster,1,Machine,DARK,0,0,FALSE
Lucky Iron Axe,Spell Card,,Equip,,,,TRUE
Madolche Anjelly,Effect Monster,4,Fairy,EARTH,1000,1000,FALSE
Edge Imp Saw,Effect Monster,3,Fiend,DARK,500,1000,TRUE
Spirit of the Mountain,Normal Monster,5,Spellcaster,EARTH,1300,1800,FALSE
The Eye of Truth,Trap Card,,Continuous,,,,TRUE
Abyss-squall,Trap Card,,Normal,,,,FALSE
Electromagnetic Turtle,Effect Monster,4,Machine,LIGHT,0,1800,TRUE
Pulling the Rug,Trap Card,,Counter,,,,FALSE
Blocker,Normal Monster,4,Machine,DARK,850,1800,TRUE
Heavy Knight of the Flame,Gemini Monster,4,Zombie,FIRE,1800,200,FALSE
Frightfur Patchwork,Spell Card,,Normal,,,,TRUE
Triple Star Trion,Effect Monster,1,Warrior,LIGHT,100,100,FALSE
Miniaturize,Trap Card,,Continuous,,,,TRUE
Void Expansion,Spell Card,,Field,,,,FALSE
Infernoid Token,Token,,Fiend,,,,TRUE
Ultimate Insect LV5,Effect Monster,5,Insect,WIND,2300,900,FALSE
Luminous Dragon Ritual,Spell Card,,Ritual,,,,TRUE
Accellight,Spell Card,,Normal,,,,FALSE
Tsukuyomi,Spirit Monster,4,Spellcaster,DARK,1100,1400,TRUE
Dragoroar,Spell Card,,Quick-Play,,,,FALSE
Mass Driver,Spell Card,,Continuous,,,,TRUE
Phantom Beast Thunder-Pegasus,Effect Monster,4,Beast-Warrior,LIGHT,700,2000,FALSE
"Lucent, Netherlord of Dark World",Effect Monster,6,Fiend,DARK,2400,0,TRUE
By Order of the Emperor,Trap Card,,Continuous,,,,FALSE
Deck Devastation Virus,Trap Card,,Normal,,,,TRUE
Paleozoic Olenoides,Trap Card,,Normal,,,,FALSE
Saber Reflection,Spell Card,,Quick-Play,,,,TRUE
Cyber Larva,Effect Monster,1,Machine,LIGHT,400,600,FALSE
Insect Knight,Normal Monster,4,Insect,EARTH,1900,1500,TRUE
Cubic Wave,Spell Card,,Normal,,,,FALSE
Magical King Moonstar,Effect Monster,3,Fiend,DARK,900,600,TRUE
Kaiser Colosseum,Spell Card,,Continuous,,,,FALSE
Illusory Snatcher,Effect Monster,7,Fiend,DARK,2400,1000,TRUE
"Pulao, Wind of the Yang Zing",Effect Monster,1,Wyrm,WIND,0,1800,FALSE
Kuriphoton,Effect Monster,1,Fiend,LIGHT,300,200,TRUE
Beast Soul Swap,Trap Card,,Normal,,,,FALSE
Bujin Regalia - The Mirror,Spell Card,,Normal,,,,TRUE
Magician of Dark Illusion,Effect Monster,7,Spellcaster,DARK,2100,2500,FALSE
Dust Knight,Flip Effect Monster,4,Warrior,EARTH,1400,1200,TRUE
Evilswarm Hraesvelg,Flip Effect Monster,4,Winged Beast,DARK,1150,1850,FALSE
Blindly Loyal Goblin,Effect Monster,4,Warrior,EARTH,1800,1500,TRUE
Gravity Blaster,Spell Card,,Equip,,,,FALSE
Gladiator Proving Ground,Spell Card,,Normal,,,,TRUE
Miracle Contact,Spell Card,,Normal,,,,FALSE
Pot of Desires,Spell Card,,Normal,,,,TRUE
Wiseman's Chalice,Spell Card,,Normal,,,,FALSE
Damage Translation,Trap Card,,Normal,,,,TRUE
Ghost Token,Token,,Fiend,,,,FALSE
Blue-Eyed Silver Zombie,Normal Monster,3,Zombie,DARK,900,700,TRUE
Malicevorous Spoon,Effect Monster,2,Fiend,DARK,100,500,FALSE
Time Seal,Trap Card,,Normal,,,,TRUE
Woodborg Inpachi,Normal Monster,5,Machine,FIRE,500,2500,FALSE
Shadow Impulse,Trap Card,,Normal,,,,TRUE
"Malacoda, Netherlord of the Burning Abyss",Ritual Effect Monster,6,Fiend,DARK,2700,2200,FALSE
Solemn Wishes,Trap Card,,Continuous,,,,TRUE
Infestation Infection,Trap Card,,Continuous,,,,FALSE
Pixie Knight,Effect Monster,2,Spellcaster,LIGHT,1300,200,TRUE
Snyffus,Tuner Monster,1,Beast,EARTH,100,100,FALSE
Destiny Signal,Trap Card,,Normal,,,,TRUE
Book of Eclipse,Spell Card,,Quick-Play,,,,FALSE
Crystal Blessing,Spell Card,,Normal,,,,TRUE
Lord British Space Fighter,Effect Monster,4,Machine,LIGHT,1200,800,FALSE
Multi Token,Token,,Machine,,,,TRUE
Battlin' Boxer Shadow,Effect Monster,4,Warrior,FIRE,1800,1400,FALSE
Synchro Blast Wave,Spell Card,,Normal,,,,TRUE
Birthright,Trap Card,,Continuous,,,,FALSE
Constellar Twinkle,Spell Card,,Normal,,,,TRUE
Zefra Divine Strike,Trap Card,,Counter,,,,FALSE
Mystical Refpanel,Trap Card,,Normal,,,,TRUE
Dark Witch,Normal Monster,5,Fairy,LIGHT,1800,1700,FALSE
Light Spiral,Trap Card,,Continuous,,,,TRUE
Lunalight Kaleido Chick,Effect Monster,4,Beast-Warrior,DARK,1400,800,FALSE
Steelswarm Sting,Effect Monster,4,Fiend,DARK,1850,0,TRUE
Kidmodo Dragon,Effect Monster,3,Dragon,EARTH,100,200,FALSE
Constellar Star Chart,Spell Card,,Continuous,,,,TRUE
Worm Warlord,Effect Monster,6,Reptile,LIGHT,2350,1800,FALSE
Tragedy,Trap Card,,Normal,,,,TRUE
Tragedy,Trap Card,,Normal,,,,FALSE
Monstrous Bird,Normal Monster,6,Winged Beast,WIND,2000,1900,TRUE
Foolish Burial Goods,Spell Card,,Normal,,,,FALSE
Vermillion Sparrow,Fusion Monster,5,Pyro,FIRE,1900,1500,TRUE
Heart of the Underdog,Spell Card,,Continuous,,,,FALSE
Arcana Force III - The Empress,Effect Monster,4,Fairy,LIGHT,1300,1300,TRUE
Eternal Dread,Trap Card,,Normal,,,,FALSE
Darkbishop Archfiend,Effect Monster,3,Fiend,WATER,300,1400,TRUE
Superheavy Samurai Soulbuster Gauntlet,Effect Monster,1,Machine,EARTH,0,400,FALSE
Jinzo - Lord,Effect Monster,8,Machine,DARK,2600,1600,TRUE
Elemental HERO Flame Wingman,Fusion Monster,6,Warrior,WIND,2100,1200,FALSE
Shiranui Samurai,Effect Monster,4,Zombie,FIRE,1800,0,TRUE
Pyrorex the Elemental Lord,Effect Monster,8,Dinosaur,FIRE,2800,2200,FALSE
Photon Lead,Spell Card,,Quick-Play,,,,TRUE
Grandram,Effect Monster,4,Rock,EARTH,0,1400,FALSE
U.A. Powered Jersey,Spell Card,,Equip,,,,TRUE
Galaxy Knight,Effect Monster,8,Warrior,LIGHT,2800,2600,FALSE
Shooting Quasar Dragon,Synchro Monster,12,Dragon,LIGHT,4000,4000,TRUE
Acidic Downpour,Spell Card,,Field,,,,FALSE
Terrorking Archfiend,Effect Monster,4,Fiend,DARK,2000,1500,TRUE
Ido the Supreme Magical Force,Effect Monster,6,Fiend,DARK,2200,800,FALSE
Fire Lake of the Burning Abyss,Trap Card,,Normal,,,,TRUE
King of the Skull Servants,Effect Monster,1,Zombie,DARK,0,0,FALSE
Hundred-Footed Horror,Effect Monster,7,Insect,DARK,2600,1300,TRUE
Penguin Knight,Effect Monster,3,Aqua,WATER,900,800,FALSE
Babycerasaurus,Effect Monster,2,Dinosaur,EARTH,500,500,TRUE
One-Shot Wand,Spell Card,,Equip,,,,FALSE
Magicians Unite,Spell Card,,Normal,,,,TRUE
Sylvan Marshalleaf,Effect Monster,3,Plant,WATER,1500,1200,FALSE
Bull Blader,Effect Monster,4,Warrior,EARTH,1600,1200,TRUE
Realm of Light,Spell Card,,Field,,,,FALSE
Amazoness Fighting Spirit,Spell Card,,Continuous,,,,TRUE
Night's End Sorcerer,Tuner Monster,2,Spellcaster,DARK,1300,400,FALSE
Space Mambo,Normal Monster,4,Fish,WATER,1700,1000,TRUE
Monster Egg,Normal Monster,3,Warrior,EARTH,600,900,FALSE
Arma Knight,Normal Monster,4,Aqua,WATER,1000,1200,TRUE
Majespecter Tornado,Trap Card,,Normal,,,,FALSE
Gishki Beast,Effect Monster,4,Beast,WATER,1500,1300,TRUE
Super Vehicroid Jumbo Drill,Fusion Monster,8,Machine,EARTH,3000,2000,FALSE
Interdimensional Matter Transporter,Trap Card,,Normal,,,,TRUE
Venom Serpent,Effect Monster,4,Reptile,DARK,1000,800,FALSE
Backup Soldier,Trap Card,,Normal,,,,TRUE
Witty Phantom,Normal Monster,4,Fiend,DARK,1400,1300,FALSE
"Uniflora, Mystical Beast of the Forest",Effect Monster,1,Beast,EARTH,700,500,TRUE
"Reeze, Whirlwind of Gusto",Effect Monster,5,Psychic,WIND,1900,1400,FALSE
Vampire Dragon,Effect Monster,5,Zombie,DARK,2400,0,TRUE
Gilford the Lightning,Effect Monster,8,Warrior,LIGHT,2800,1400,FALSE
Gilford the Lightning,Effect Monster,8,Warrior,LIGHT,2800,1400,TRUE
Threatening Roar,Trap Card,,Normal,,,,FALSE
Soul Strike,Trap Card,,Normal,,,,TRUE
Lucky Punch,Trap Card,,Continuous,,,,FALSE
Ambulanceroid,Effect Monster,3,Machine,EARTH,300,1200,TRUE
Sorciere de Fleur,Effect Monster,8,Spellcaster,DARK,2900,0,FALSE
Chaos King Archfiend,Synchro Monster,7,Fiend,DARK,2600,2600,TRUE
Performapal Pinch Helper,Trap Card,,Continuous,,,,FALSE
The Phantom Knights of Silent Boots,Effect Monster,3,Warrior,DARK,200,1200,TRUE
Blackwing - Hurricane the Tornado,Tuner Monster,1,Winged Beast,DARK,0,0,FALSE
Ceasefire,Trap Card,,Normal,,,,TRUE
Sonic Chick,Effect Monster,1,Winged Beast,EARTH,300,300,FALSE
Miracle Synchro Fusion,Spell Card,,Normal,,,,TRUE
Fire Formation - Yoko,Spell Card,,Continuous,,,,FALSE
Malefic Stardust Dragon,Effect Monster,8,Dragon,DARK,2500,2000,TRUE
Superheavy Samurai Big Waraji,Effect Monster,5,Machine,EARTH,800,1800,FALSE
"Farfa, Malebranche of the Burning Abyss",Effect Monster,3,Fiend,DARK,1000,1900,TRUE
Core Overclock,Spell Card,,Continuous,,,,FALSE
Second Coin Toss,Spell Card,,Continuous,,,,TRUE
Mental Seeker,Tuner Monster,3,Psychic,EARTH,800,600,FALSE
Brushfire Knight,Effect Monster,4,Warrior,FIRE,1400,1200,TRUE
Gren Maju Da Eiza,Effect Monster,3,Fiend,FIRE,0,0,FALSE
Elemental Recharge,Trap Card,,Normal,,,,TRUE
Mystical Moon,Spell Card,,Equip,,,,FALSE
Iron Core of Koa'ki Meiru,Spell Card,,Normal,,,,TRUE
Destiny HERO - Dread Servant,Effect Monster,3,Warrior,DARK,400,700,FALSE
Ally of Justice Core Destroyer,Effect Monster,3,Machine,DARK,1200,200,TRUE
Shiranui Spectralsword,Tuner Monster,2,Zombie,FIRE,800,0,FALSE
Synchron Explorer,Effect Monster,2,Machine,EARTH,0,700,TRUE
T.G. Rush Rhino,Effect Monster,4,Beast,EARTH,1600,800,FALSE
Reversal of Fate,Trap Card,,Normal,,,,TRUE
Designer Frightfur,Trap Card,,Normal,,,,FALSE
The Phantom Knights of Fragile Armor,Effect Monster,4,Warrior,DARK,1000,2000,TRUE
Roulette Spider,Spell Card,,Quick-Play,,,,FALSE
Jurrac Monoloph,Tuner Monster,3,Dinosaur,FIRE,1500,1200,TRUE
Dimensional Alchemist,Effect Monster,4,Fairy,LIGHT,1300,200,FALSE
Priestess with Eyes of Blue,Tuner Monster,1,Spellcaster,LIGHT,0,0,TRUE
Rush Warrior,Effect Monster,2,Warrior,WIND,300,1200,FALSE
Synchro Change,Spell Card,,Normal,,,,TRUE
Magna Drago,Tuner Monster,2,Dragon,FIRE,1400,600,FALSE
Evilswarm Bahamut,XYZ Monster,4,Dragon,DARK,2350,1350,TRUE
Sky Cavalry Centaurea,XYZ Monster,2,Beast-Warrior,LIGHT,2000,0,FALSE
Ancient Sorcerer,Normal Monster,4,Spellcaster,DARK,1000,1300,TRUE
Photon Pirate,Effect Monster,3,Machine,LIGHT,1000,1000,FALSE
Hot Red Dragon Archfiend Bane,Synchro Monster,10,Dragon,DARK,3500,3000,TRUE
Armored Glass,Trap Card,,Normal,,,,FALSE
Dragunity Aklys,Tuner Monster,2,Dragon,WIND,1000,800,TRUE
Metaphys Horus,Synchro Monster,6,Wyrm,LIGHT,2300,1600,FALSE
Akihiron,Normal Monster,5,Aqua,WATER,1700,1400,TRUE
Battlin' Boxing Spirits,Spell Card,,Normal,,,,FALSE
Castle Gate,Effect Monster,6,Rock,EARTH,0,2400,TRUE
Byroad Sacrifice,Trap Card,,Normal,,,,FALSE
Superheavy Samurai Ogre Shutendoji,Synchro Monster,6,Machine,EARTH,500,2500,TRUE
"Gadarla, the Mystery Dust Kaiju",Effect Monster,8,Insect,WIND,2700,1600,FALSE
PSY-Frame Overload,Trap Card,,Continuous,,,,TRUE
Degenerate Circuit,Spell Card,,Continuous,,,,FALSE
Miraculous Rebirth,Spell Card,,Quick-Play,,,,TRUE
"Puralis, the Purple Pyrotile",Synchro Tuner Monster,2,Reptile,FIRE,800,1400,FALSE
D.D. Warrior,Effect Monster,4,Warrior,EARTH,1200,1000,TRUE
Astral Barrier,Trap Card,,Continuous,,,,FALSE
Ghostrick-Go-Round,Trap Card,,Continuous,,,,TRUE
Cyber Ogre 2,Fusion Monster,7,Machine,EARTH,2600,1900,FALSE
Brotherhood of the Fire Fist - Lion Emperor,XYZ Monster,3,Beast-Warrior,FIRE,2200,200,TRUE
Cross Counter,Trap Card,,Normal,,,,FALSE
Gravekeeper's Guard,Flip Effect Monster,4,Spellcaster,DARK,1000,1900,TRUE
Atlantean Heavy Infantry,Effect Monster,2,Sea Serpent,WATER,0,1600,FALSE
Malefic Truth Dragon,Effect Monster,12,Dragon,DARK,5000,5000,TRUE
Numeral Hunter,Effect Monster,4,Warrior,LIGHT,1600,1400,FALSE
Sword of Dark Destruction,Spell Card,,Equip,,,,TRUE
Ojama Red,Effect Monster,2,Beast,LIGHT,0,1000,FALSE
Fairywitch,Normal Monster,3,Spellcaster,DARK,800,1000,TRUE
Madolche Queen Tiaramisu,XYZ Monster,4,Fairy,EARTH,2200,2100,FALSE
Gorgonic Cerberus,Effect Monster,3,Rock,DARK,1300,300,TRUE
PSY-Framelord Zeta,Synchro Monster,7,Psychic,LIGHT,2500,1800,FALSE
Elemental HERO Ocean,Effect Monster,4,Warrior,WATER,1500,1200,TRUE
Level Lifter,Spell Card,,Normal,,,,FALSE
Dark Contract with Errors,Trap Card,,Continuous,,,,TRUE
Lighten the Load,Spell Card,,Continuous,,,,FALSE
Heraldry Record,Trap Card,,Counter,,,,TRUE
Weather Control,Normal Monster,2,Fairy,LIGHT,600,400,FALSE
Sabersaurus,Normal Monster,4,Dinosaur,EARTH,1900,500,TRUE
Silent Swordsman LV7,Effect Monster,7,Warrior,LIGHT,2800,1000,FALSE
T.G. Jet Falcon,Tuner Monster,3,Winged Beast,WIND,1400,1200,TRUE
Turtle Tiger,Normal Monster,4,Aqua,WATER,1000,1500,FALSE
Gamble,Trap Card,,Normal,,,,TRUE
R - Righteous Justice,Spell Card,,Normal,,,,FALSE
Naturia Forest,Spell Card,,Field,,,,TRUE
Naturia Eggplant,Effect Monster,2,Plant,EARTH,1000,700,FALSE
Stoic Challenge,Spell Card,,Equip,,,,TRUE
Soul Rope,Trap Card,,Normal,,,,FALSE
Kunai with Chain,Trap Card,,Normal,,,,TRUE
Kunai with Chain,Trap Card,,Normal,,,,FALSE
Fengsheng Mirror,Spell Card,,Normal,,,,TRUE
Hero Blast,Trap Card,,Normal,,,,FALSE
Degen-Force,Trap Card,,Normal,,,,TRUE
Charubin the Fire Knight,Fusion Monster,3,Pyro,FIRE,1100,800,FALSE
Molten Whirlwind Wall,Trap Card,,Continuous,,,,TRUE
Shaddoll Falco,Tuner Monster,2,Spellcaster,DARK,600,1400,FALSE
Ancient Gear Tank,Spell Card,,Equip,,,,TRUE
Catapult Warrior,Synchro Monster,5,Warrior,EARTH,1000,1500,FALSE
Relieve Monster,Trap Card,,Normal,,,,TRUE
Sargasso Lighthouse,Spell Card,,Quick-Play,,,,FALSE
Mind Control,Spell Card,,Normal,,,,TRUE
Ribbon of Rebirth,Spell Card,,Equip,,,,FALSE
Gishki Reliever,Effect Monster,2,Aqua,WATER,500,800,TRUE
Reckless Greed,Trap Card,,Normal,,,,FALSE
Michizure,Trap Card,,Normal,,,,TRUE
Shadow Tamer,Flip Effect Monster,3,Warrior,EARTH,800,700,FALSE
Sprite's Blessing,Spell Card,,Ritual,,,,TRUE
Power Bond,Spell Card,,Normal,,,,FALSE
Paleozoic Opabinia,XYZ Monster,2,Aqua,WATER,0,2400,TRUE
Bone Crusher,Effect Monster,4,Zombie,EARTH,1600,200,FALSE
Accel Synchron,Synchro Tuner Monster,5,Machine,DARK,500,2100,TRUE
Kozmo Delta Shuttle,Effect Monster,5,Machine,DARK,2000,2000,FALSE
Fusion Sword Murasame Blade,Spell Card,,Equip,,,,TRUE
Geartown,Spell Card,,Field,,,,FALSE
Levia-Dragon - Daedalus,Effect Monster,7,Sea Serpent,WATER,2600,1500,TRUE
Honest,Effect Monster,4,Fairy,LIGHT,1100,1900,FALSE
Wynn the Wind Charmer,Flip Effect Monster,3,Spellcaster,WIND,500,1500,TRUE
Performapal Bowhopper,Effect Monster,4,Insect,EARTH,1500,1000,FALSE
Junk Box,Spell Card,,Normal,,,,TRUE
Dinomist Ceratops,Pendulum Effect Monster,5,Machine,WATER,2100,400,FALSE
Destiny HERO - Dynatag,Effect Monster,5,Warrior,DARK,1000,1000,TRUE
Mermail Abyssleed,Effect Monster,7,Sea Serpent,WATER,2700,1000,FALSE
Metabo-Shark,Effect Monster,4,Fish,WATER,1800,500,TRUE
Depth Shark,Effect Monster,5,Fish,WATER,1400,0,FALSE
Hazy Flame Peryton,Effect Monster,6,Pyro,FIRE,1600,1700,TRUE
Amazing Pendulum,Spell Card,,Normal,,,,FALSE
Caravan of the Ice Barrier,Effect Monster,1,Sea Serpent,WATER,500,200,TRUE
Cup of Ace,Spell Card,,Normal,,,,FALSE
Electro-Whip,Spell Card,,Equip,,,,TRUE
Rai-Jin,Effect Monster,4,Thunder,LIGHT,0,1000,FALSE
Hydra Viper,Effect Monster,4,Reptile,WATER,1800,400,TRUE
Ascension Sky Dragon,Synchro Monster,10,Dragon,LIGHT,0,3000,FALSE
Steelswarm Roach,XYZ Monster,4,Fiend,DARK,1900,0,TRUE
Royal Swamp Eel,Tuner Monster,4,Fish,WATER,1700,1200,FALSE
Gaap the Divine Soldier,Effect Monster,6,Fiend,DARK,2200,2000,TRUE
Insect Princess,Effect Monster,6,Insect,WIND,1900,1200,FALSE
Aussa the Earth Charmer,Flip Effect Monster,3,Spellcaster,EARTH,500,1500,TRUE
Gorgonic Golem,Effect Monster,3,Rock,DARK,1200,600,FALSE
Qliphort Helix,Pendulum Effect Monster,6,Machine,EARTH,2400,1000,TRUE
Junk Gardna,Synchro Monster,6,Warrior,EARTH,1400,2600,FALSE
Chronomaly Moai Carrier,Effect Monster,5,Rock,EARTH,900,1800,TRUE
Vola-Chemicritter Methydraco,XYZ Monster,8,Beast-Warrior,FIRE,3000,3000,FALSE
Dark Magician Girl,Effect Monster,6,Spellcaster,DARK,2000,1700,TRUE
Dark Magician Girl,Effect Monster,6,Spellcaster,DARK,2000,1700,FALSE
Dark Magician Girl,Effect Monster,6,Spellcaster,DARK,2000,1700,TRUE
Dark Magician Girl,Effect Monster,6,Spellcaster,DARK,2000,1700,FALSE
Dark Magician Girl,Effect Monster,6,Spellcaster,DARK,2000,1700,TRUE
Akakieisu,Normal Monster,3,Spellcaster,DARK,1000,800,FALSE
Seed of Flame,Effect Monster,3,Plant,FIRE,1600,1200,TRUE
Seed Token,Token,,Plant,,,,FALSE
Genex Ally Chemistrer,Tuner Monster,2,Machine,DARK,200,500,TRUE
Dustflame Blast,Trap Card,,Normal,,,,FALSE
Dark Nephthys,Effect Monster,8,Winged Beast,DARK,2400,1600,TRUE
Dragonic Knight,Effect Monster,7,Dragon,FIRE,2800,2300,FALSE
Machine Attacker,Normal Monster,5,Machine,EARTH,1600,1300,TRUE
Trade-In,Spell Card,,Normal,,,,FALSE
Fluffal Rabbit,Effect Monster,1,Fairy,EARTH,300,1200,TRUE
Petit Angel,Normal Monster,3,Fairy,LIGHT,600,900,FALSE
Aromaseraphy Rosemary,Synchro Monster,5,Plant,LIGHT,2000,900,TRUE
Dark Spirit Art - Greed,Trap Card,,Normal,,,,FALSE
Unformed Void,XYZ Monster,4,Aqua,LIGHT,0,0,TRUE
Red Medicine,Spell Card,,Normal,,,,FALSE
Explossum,Effect Monster,1,Beast,EARTH,100,100,TRUE
Dark-Eyes Illusionist,Flip Effect Monster,2,Spellcaster,DARK,0,1400,FALSE
